,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
7127,2207,34,,765,2310,Szigetszentmiklós,Bajcsy-Zsilinszky utca,8,,POINT (47.344006 19.038501),Bajcsy-Zs. U. 8.,,,,,,,,,,,,,,,,86-21,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.344006,19.038501,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7128,2416,34,,770,2315,Szigethalom,Mű út,,5108,POINT (47.327988990021 19.007859817604),Mű Út 5108 Hrsz,,,,,,,,,,,,,,,,86-189,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.327988990021,19.007859817604,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7129,2414,34,,793,2351,Alsónémedi,Északi Vállalkozói Terület 5-Ös Sz. főút,21,,POINT (47.34521220301 19.157561122591),Északi Vállalkozói Terület 5-Ös Sz. Főút 21.Km,,,,,,,,,,,,,,,,86-131,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:42:18.164869+00:00,,,47.34521220301,19.157561122591,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7130,2417,34,,794,2360,Gyál,Kőrösi út,,,POINT (47.39044 19.20478),Kőrösi U.- Mátyás  Király U.,,,,,,,,,,,,,,,,86-179,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.39044,19.20478,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7131,2208,34,,800,2370,Dabas,Pesti út,2,,POINT (47.192419 19.329118),Pesti Út 2. ,,,,,,,,,,,,,,,,86-12,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:42:18.164869+00:00,,,47.192419,19.329118,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7132,2342,34,,810,2400,Dunaújváros,Baracsi út,5,,POINT (46.972698324167 18.928170238724),Baracsi Út 5. ,,,,,,,,,,,,,,,,86-103,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,46.972698324167,18.928170238724,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7133,2339,34,,810,2400,Dunaújváros,Kenyérgyári út,2,,POINT (46.958923282279 18.933907711355),Kenyérgyári U. 2.,,,,,,,,,,,,,,,,86-162,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,46.958923282279,18.933907711355,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7134,2343,34,,856,2483,Gárdony,Szabadság út,240,,POINT (47.208797 18.630866),Szabadság Út 2400/2.,,,,,,,,,,,,,,,,86-94,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.208797,18.630866,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7135,2396,34,,865,2510,Dorog,Bécsi út,86,,POINT (47.719980673834 18.727251518279),Bécsi Út 86.,,,,,,,,,,,,,,,,86-49,+36 30 676 3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.719980673834,18.727251518279,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7136,2406,34,,946,2660,Balassagyarmat,Kóvári út,12,,POINT (48.074455809914 19.283236261548),Kóvári Út 12.,,,,,,,,,,,,,,,,86-76,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,48.074455809914,19.283236261548,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7137,2411,34,,977,2700,Cegléd,Kőrösi út,38,,POINT (47.163797 19.795004),Kőrösi Út 38.,,,,,,,,,,,,,,,,86-264,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.163797,19.795004,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7138,2431,34,,977,2700,Cegléd,,,,POINT (47.182570726783 19.799272165512),Malomtószél 27.,,,,,,,,,,,,,,,,86-52,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:42:18.164869+00:00,,,47.182570726783,19.799272165512,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7139,2407,34,,985,2721,Pilis,Szabadság tér,3,,POINT (47.286534399436 19.547842453576),Szabadság Tér 3.,,,,,,,,,,,,,,,,86-93,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.286534399436,19.547842453576,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7140,2412,34,,988,2730,Albertirsa,Pesti út,112-118,,POINT (47.2526901 19.6041447),Pesti Út 112-118.,,,,,,,,,,,,,,,,86-238,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.2526901,19.6041447,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7141,2428,34,,993,2740,Abony,Újszászi utca,2,,POINT (47.189770496382 20.007814248993),Újszászi U. 2.,,,,,,,,,,,,,,,,86-85,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,['not_in_water'],"['street_is_not_around', 'street_metaphone_is_not_around']",,2020-12-13 09:42:18.164869+00:00,,,47.189770496382,20.007814248993,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7142,2209,34,,997,2750,Nagykőrös,Kecskeméti út,86,,POINT (47.020367771413 19.77568837838),Kecskeméti U. 86.,,,,,,,,,,,,,,,,86-7,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.020367771413,19.77568837838,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
7143,2422,34,,1001,2760,Nagykáta,Ady Endre út,45-49,,POINT (47.419308235671 19.741296618958),Ady Endre U. 45-49. ,,,,,,,,,,,,,,,,86-139,+36 29 339 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"['not_in_water', 'street_is_around', 'street_metaphone_is_around']",[],,2020-12-13 09:42:18.164869+00:00,,,47.419308235671,19.741296618958,34,Penny Market,shop,"{'contact:instagram': 'https://www.instagram.com/pennymarkethu', 'brand:wikidata': 'Q284688', 'internet_access:ssid': 'PENNY FREE WLAN', 'contact:email': 'ugyfelszolgalat@penny.hu', 'payment:visa': 'yes', 'contact:facebook': 'https://www.facebook.com/PennyMarketMagyarorszag', 'payment:mastercard': 'yes', 'contact:youtube': 'https://www.youtube.com/channel/UCSy0KKUrDxVWkx8qicky_pQ', 'ref:vatin': 'HU10969629', 'ref:vatin:hu': '10969629-2-44', 'payment:contactless': 'yes', 'operator': 'Penny Market Kft.', 'brand': 'Penny Market', 'shop': 'supermarket', 'brand:wikipedia': 'en:Penny (supermarket)', 'payment:mastercard_contactless': 'yes', 'internet_access:fee': 'no', 'payment:mastercard_electronic': 'yes', 'payment:visa_electron': 'yes', 'internet_access': 'wlan', 'payment:maestro': 'yes', 'payment:cash': 'yes'}",https://www.penny.hu,hupennysup,penny,,False,False,2000.0,200.0,15.0,,,,,2021-05-13 12:05:23.330302,
