,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
50773,5274,25,,,596,2013,Pomáz,Fáy András utca,51,,POINT (47.64748 19.02718),2013 Pomáz Fáy András utca 51,,,,,,,,,,,,,,,,,,,pomaz.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64766095,19.027120291639324,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,345339140,OSM_object_type.way,4,0,2019-07-20 10:18:36.000000,"{'addr:city': 'Pomáz', 'addr:housenumber': '51', 'addr:postcode': '2013', 'addr:street': 'Fáy András utca', 'amenity': 'fire_station', 'building': 'yes', 'contact:phone': '+36 26 325 123', 'contact:website': 'http://www.tuzoltosag-pomaz.hu', 'name': 'Pomázi Önkéntes Tűzoltóság'}","[3520336476, 3520336477, 6633093239, 3520336474, 3520336478, 3520336476]",1.1837518,False
50784,4719,25,,,1774,4060,Balmazújváros,Debreceni utca,12,,POINT (47.61109 21.34677),4060 Balmazújváros Debreceni út 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.61109,21.34677,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50785,4724,25,,,1780,4069,Egyek,Fő utca,3,,POINT (47.63116 20.88583),"4069 Egyek, Fő u. 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6318243,20.8861361,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,2360329222,OSM_object_type.node,1,0,2013-06-25 11:39:38.000000,"{'amenity': 'fire_station', 'name': 'Tűzoltóság'}",,77.34621361,False
50786,4736,25,,,1821,4138,Komádi,Köztársaság útja,26,,POINT (47.00481 21.48452),4138 Komádi Köztársaság útja 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.00553,21.484029,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,3445368720,OSM_object_type.node,1,0,2015-04-08 19:22:10.000000,"{'amenity': 'fire_station', 'name': 'Önkéntes tűzoltóság', 'source': 'turistautak.hu', 'source:date': '2010-06-17', 'url': 'http://turistautak.hu/poi.php?id=57025'}",,88.29409715,False
50787,5640,25,,,1857,4234,Szakoly,Rákóczi utca,10,,POINT (47.7597 21.901),4234 Szakoly Rákóczi utca 10,,,,,,,,,,,,,,,,,,,szakoly.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7597,21.901,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50788,5642,25,,,1862,4244,Újfehértó,Béke utca,11,,POINT (47.79935 21.68198),4244 Újfehértó Béke utca 11,,,,,,,,,,,,,,,,,,,ujfeherto.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.79935,21.68198,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50789,4741,25,,,1879,4281,Létavértes,Kossuth utca,4,,POINT (47.38262 21.89276),4281 Létavértes Kossuth utca 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.38262,21.89276,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50790,5638,25,,,1939,4440,Tiszavasvári,Báthori utca,6,,POINT (47.96004 21.35541),4440 Tiszavasvári Báthori utca 6,,,,,,,,,,,,,,,,,,,tiszavasvari.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9594379,21.3562953,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,2937100640,OSM_object_type.node,1,0,2014-06-28 13:06:05.000000,"{'amenity': 'fire_station', 'name': 'Köztestületi Tűzoltóság'}",,93.95739502,False
50791,5635,25,,,1961,4484,Ibrány,Tompa Mihály utca,6,,POINT (48.12822 21.71201),4484 Ibrány Tompa Mihály utca 6,,,,,,,,,,,,,,,,,,,ibrany.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12822,21.71201,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50792,5632,25,,,0,4765,Csenger,Ady Endre út,14,,POINT (47.83661 22.67927),4764 Csenger Ady Endre utca 14,,,,,,,,,,,,,,,,,,,csenger.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83661,22.67927,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50793,5646,25,,,2069,4800,Vásárosnamény,Jókai utca,51,,POINT (48.12378 22.31773),4800 Vásárosnamény Jókai u. 51,,,,,,,,,,,,,,,,,,,vasarosnameny.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12378,22.31773,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50794,4908,25,,,2181,5123,Jászárokszállás,Árpád tér,1,,POINT (47.645 19.97832),5123 Jászárokszállás Árpád tér 1.,,,,,,,,,,,,,,,,,,,jaszarokszallas.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6453721,19.9782415,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,3728299167,OSM_object_type.node,1,0,2015-09-03 20:08:12.000000,"{'amenity': 'fire_station', 'name': 'Tűzoltóság'}",,41.79152025,False
50795,4912,25,,,2189,5137,Jászkisér,Kiskőr út,7,,POINT (47.452 20.2094),5137 Jászkisér Kiskör út 7,,,,,,,,,,,,,,,,,,,jaszkiser.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.452,20.2094,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50796,4933,25,,,2195,5200,Törökszentmiklós,Kossuth tér,135/A,,POINT (47.17888 20.40908),5200 Törökszentmiklós Kossuth u. 135/a,,,,,,,,,,,,,,,,,,,torokszentmiklos.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.17888,20.40908,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50797,4905,25,,,2207,5241,Abádszalók,Deák Ferenc utca,8,,POINT (47.47873 20.59195),5241 Abádszalók Deák Ferenc út 8,,,,,,,,,,,,,,,,,,,abadszalok.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.47873,20.59195,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50798,4917,25,,,2214,5310,Kisújszállás,Nyár utca,2,,POINT (47.21935 20.75696),5310 Kisújszállás Nyár utca 2.,,,,,,,,,,,,,,,,,,,kisujszallas.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.21935,20.75696,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50799,4921,25,,,2221,5340,Kunhegyes,Ady Endre utca,3,,POINT (47.3704 20.62789),5340 Kunhegyes Ady Endre utca 3,,,,,,,,,,,,,,,,,,,kunhegyes.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3704,20.62789,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50800,4929,25,,,2238,5430,Tiszaföldvár,Bajcsy-Zsilinszky út,2,,POINT (46.99251 20.24739),5430 Tiszaföldvár Bajcsy-Zsilinszky út 2,,,,,,,,,,,,,,,,,,,tiszafoldvar.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.99251,20.24739,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50801,3242,25,,,2258,5502,Gyomaendrőd,Fő utca,2,,POINT (46.93426 20.7735),5502 Gyomaendrőd Fő utca 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.93426,20.7735,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50802,3226,25,,,2296,5630,Békés,Petőfi Sándor utca,24,,POINT (46.76782 21.13465),5630 Békés Petőfi Sándor u. 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7678411,21.1343143,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,5260951829,OSM_object_type.node,1,0,2017-12-02 22:34:48.000000,"{'amenity': 'fire_station', 'name': 'Békési Önkormányzati Tűzoltóság'}",,25.67559965,False
50803,3235,25,,,2356,5940,Tótkomlós,Kossuth Lajos utca,16,,POINT (46.40837 20.72903),5940 Tótkomlós Kossuth Lajos utca 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.40837,20.72903,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-12 03:19:25.545826,,,,True
50804,2968,25,,,2378,6041,Kerekegyháza,Szent István tér,5,,POINT (46.93605 19.47582),6041 Kerekegyháza Szent István tér 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9362559,19.4762049,2023-01-11 16:07:24.214367+00:00,,,25,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,2982691250,OSM_object_type.node,1,0,2014-07-27 13:03:37.000000,"{'amenity': 'fire_station', 'name': 'Kerekegyháza Tűzoltó Köztestület'}",,37.12423412,False
