,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_ref,poi_phone,poi_email,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance
6337,3728,30,Interspar hipermarket Tatabánya,1011,2800,Tatabánya,Győri út,25,,POINT (47.591261 18.390463),Győri út 25.,/uzletek/interspar-hipermarket-tatabanya-2800-gyri-ut-25-,8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.591261,18.390463,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,100860900,OSM_object_type.way,7,0,2017-12-25T16:15:56Z,"{'building': 'retail', 'addr:postcode': '2800', 'name': 'Interspar Tatabánya', 'shop': 'supermarket', 'addr:street': 'Jedlik Ányos utca'}","[1165588745, 1165588641, 1165588690, 1165589340, 1165588745]",28.37669348
6338,3699,30,Interspar Hipermarket Tata,1053,2890,Tata,Május 1. út,33,,POINT (47.6505719 18.3163059),Május 1. út 33.,/uzletek/interspar-hipermarket-tata-2890-majus-1-ut-33-0,8232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.6511472000194,18.3168982,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,866960406,OSM_object_type.node,5,0,2017-09-11T13:14:09Z,"{'website': 'http://www.spar.hu', 'toilets:wheelchair': 'no', 'contact:website': 'http://www.spar.hu', 'name': 'Spar', 'brand': 'Spar', 'brand:wikipedia': 'en:Spar (retailer)', 'shop': 'supermarket', 'brand:wikidata': 'Q610492', 'wheelchair': 'limited'}",,77.85020182
6339,3714,30,Interspar hipermarket Miskolc,1377,3530,Miskolc,Bajcsy-Zsilinszky út,2-4,,POINT (48.10268 20.79223),Bajcsy-Zsilinszky út 2-4.,/uzletek/interspar-hipermarket-miskolc-3527-bajcsy-zsilinszky-ut-2-4-,8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,48.1026907999131,20.7924161,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,3308611700,OSM_object_type.node,5,0,2019-03-26T06:25:30Z,"{'website': 'https://www.spar.hu/', 'name': 'Interspar', 'shop': 'supermarket', 'wheelchair': 'yes'}",,13.87108914
6340,3732,30,Interspar hipermarket Ózd,1426,3600,Ózd,Sárli út,4,,POINT (48.22172 20.28103),Sárli út 4.,/uzletek/interspar-hipermarket-ozd-3600-sarli-ut-4-,8229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,48.22172,20.28103,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,357284270,OSM_object_type.way,7,0,2017-12-25T16:18:04Z,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'name': 'Interspar', 'shop': 'supermarket', 'building': 'retail'}","[3626013269, 5246830034, 5246830033, 5246830028, 5246830030, 5246830031, 5246830032, 5246830029, 3626013271, 5246543445, 5246543446, 5246543447, 5246543448, 5246543444, 5246543443, 3626013272, 5246830035, 5246830036, 3626013273, 3626013274, 3626013269]",6.7731095
6341,3706,30,Interspar hipermarket Debrecen,1768,4027,Debrecen,Füredi út,27,,POINT (47.54167 21.61981),Füredi út 27.,/uzletek/interspar-hipermarket-debrecen-4027-fueredi-ut-27-,8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.5423790000441,21.6205578,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,1944079233,OSM_object_type.node,6,0,2019-03-29T18:56:44Z,"{'website': 'https://www.spar.hu/', 'toilets:wheelchair': 'yes', 'name': 'INTERSPAR', 'shop': 'supermarket', 'wheelchair': 'yes'}",,96.77843533
6342,3716,30,Interspar hipermarket Nyíregyháza,1929,4400,Nyíregyháza,László utca,8,,POINT (47.955953 21.727577),László utca 8.,/uzletek/interspar-hipermarket-nyiregyhaza-4400-laszlo-utca-8-,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.955953,21.727577,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,271770104,OSM_object_type.way,18,0,2019-09-17T16:01:49Z,"{'website': 'https://www.spar.hu/', 'brand:wikidata': 'Q15820339', 'source': 'route4u', 'ref': '5110', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'addr:postcode': '4400', 'operator': 'Spar Magyarország Kft.', 'brand': 'Interspar', 'wheelchair': 'yes', 'building': 'retail', 'name': 'Interspar', 'addr:housenumber': '8', 'addr:city': 'Nyíregyháza', 'brand:wikipedia': 'de:Interspar (Österreich)', 'phone': '+36 20 823 8116', 'shop': 'supermarket', 'addr:country': 'HU', 'addr:street': 'László utca'}","[3028365147, 2767098614, 2767098615, 2767098616, 2767098617, 2767098618, 2767098619, 2767098620, 2767098621, 2767098622, 2767098624, 2767098625, 3030088328, 3028365147]",20.53904782
6343,3717,30,Interspar hipermarket Nyíregyháza,1929,4400,Nyíregyháza,Korányi Frigyes utca,,,POINT (47.97224 21.72651),Korányi Frigyes utca,/uzletek/interspar-hipermarket-nyiregyhaza-ii-4400-koranyi-frigyes-utca,8228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.97224,21.72651,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,298872726,OSM_object_type.way,13,0,2019-03-21T15:50:44Z,"{'website': 'https://www.spar.hu/', 'toilets:wheelchair': 'yes', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'addr:postcode': '4400', 'wheelchair': 'yes', 'building': 'retail', 'name': 'Interspar', 'addr:housenumber': '5', 'addr:city': 'Nyíregyháza', 'phone': '+36 20 823 8286', 'shop': 'supermarket', 'addr:street': 'Korányi Frigyes út'}","[3028391852, 3028391853, 3028391854, 3028391855, 3028391856, 3281039297, 3028391857, 3281039296, 3028391858, 3028391852]",49.25149335
6344,3724,30,Interspar hipermarket Szolnok,2149,5000,Szolnok,Mátyás király út,29,,POINT (47.179982 20.182813),Mátyás király út 29.,/uzletek/interspar-hipermarket-szolnok-5000-matyas-kiraly-ut-29-,8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.179982,20.182813,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,168588596,OSM_object_type.way,12,0,2019-06-23T15:01:31Z,"{'payment:cards': 'yes', 'payment:visa_electron': 'yes', 'addr:postcode': '5000', 'currency:EUR': 'yes', 'payment:contactless': 'yes', 'payment:maestro': 'yes', 'addr:city': 'Szolnok', 'air_conditioning': 'yes', 'payment:cash': 'yes', 'payment:visa': 'yes', 'brand:wikipedia': 'de:Interspar (Österreich)', 'payment:mastercard': 'yes', 'website': 'https://www.spar.hu/', 'brand:wikidata': 'Q15820339', 'currency:HUF': 'yes', 'building': 'retail', 'toilets:wheelchair': 'yes', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'payment:debit_cards': 'yes', 'payment:coins': 'yes', 'payment:credit_cards': 'yes', 'wheelchair': 'yes', 'brand': 'Interspar', 'name': 'Interspar', 'addr:housenumber': '29', 'payment:visa_debit': 'yes', 'shop': 'supermarket', 'addr:street': 'Mátyás Király út'}","[1798291160, 1798291166, 1798291168, 1798291172, 1798291170, 1798291173, 1798291165, 1798291163, 1798291158, 3265308894, 3265308895, 1798291151, 1798291150, 1798291149, 1798291156, 1798291155, 1798291160]",0.0
6345,3709,30,Interspar hipermarket Gyula,2322,5700,Gyula,Kétegyházi út,1,,POINT (46.639507 21.26215),Kétegyházi út 1.,/uzletek/interspar-hipermarket-gyula-5700-ketegyhazi-ut-1-,8227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,46.639507,21.26215,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,264961886,OSM_object_type.way,8,0,2019-07-05T11:50:15Z,"{'website': 'https://www.spar.hu/', 'building': 'retail', 'brand:wikidata': 'Q15820339', 'name': 'Interspar', 'brand': 'Interspar', 'addr:city': 'Gyula', 'brand:wikipedia': 'de:Interspar (Österreich)', 'shop': 'supermarket', 'wheelchair': 'yes'}","[2388594265, 2706102022, 2706102025, 2706102027, 2706102030, 2706102032, 2706102034, 2706102036, 2388594253, 2388594265]",0.0
6346,3712,30,Interspar hipermarket Hódmezővásárhely,2602,6800,Hódmezővásárhely,Kaszap utca,20,,POINT (46.409886 20.322447),Kaszap utca 20.,/uzletek/interspar-hipermarket-hodmezvasarhely-6800-kaszap-utca-20-,8235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,46.4099622002743,20.3214849,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,1866096038,OSM_object_type.node,6,0,2019-07-10T13:06:25Z,"{'website': 'https://www.spar.hu/', 'toilets:wheelchair': 'yes', 'brand:wikidata': 'Q15820339', 'name': 'Interspar', 'brand': 'Interspar', 'opening_hours': 'Mo-Sa 06:00-20:00; Su 08:00-19:00; PH off', 'brand:wikipedia': 'de:Interspar (Österreich)', 'shop': 'supermarket', 'wheelchair': 'yes'}",,74.24767744
6347,3722,30,Interspar hipermarket Szekszárd,2689,7100,Szekszárd,Tartsay Vilmos utca,9,,POINT (46.3434416 18.71086),Tartsay utca 9.,/uzletek/interspar-hipermarket-szekszard-7100-tartsay-utca-9-,8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,46.3434416,18.71086,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,294992838,OSM_object_type.way,7,0,2019-09-11T12:45:58Z,"{'website': 'https://www.spar.hu/', 'opening_hours': 'Mo-Sa 06:00-22:00, Su 08:00-19:00, PH off', 'addr:postcode': '7100', 'wheelchair': 'yes', 'building': 'retail', 'name': 'INTERSPAR', 'addr:housenumber': '9', 'addr:city': 'Szekszárd', 'phone': '+36 20 823 7497', 'shop': 'supermarket', 'addr:country': 'HU', 'addr:street': 'Tartsay Vilmos utca'}","[2986373404, 2986373405, 6788236996, 6788236997, 6788236998, 6788236999, 2986373391, 2986373392, 2986373404]",176.80237702
6348,3720,30,Interspar hipermarket Pécs,2973,7622,Pécs,Bajcsy-Zsilinszky utca,11,,POINT (46.0714004 18.2298371),Bajcsy-Zsilinszky utca 11.,/uzletek/interspar-hipermarket-pecs-7622-bajcsy-zsilinszky-utca-11-,8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,46.0714004,18.2298371,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,,,,,2019-10-02T09:55:00Z,,,
6349,3719,30,Interspar hipermarket Pécs,2983,7632,Pécs,Siklósi út,37,,POINT (46.0460506 18.2318198),Siklósi út 37.,/uzletek/interspar-hipermarket-pecs-7622-siklosi-ut-37-,8209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,46.0460506,18.2318198,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,35096436,OSM_object_type.way,14,0,2019-04-19T15:07:11Z,"{'website': 'https://www.spar.hu/', 'toilets:wheelchair': 'yes', 'name': 'Interspar', 'addr:housenumber': '37', 'building': 'retail', 'addr:city': 'Pécs', 'addr:postcode': '7622', 'shop': 'supermarket', 'addr:street': 'Siklósi út', 'wheelchair': 'yes'}","[411729371, 6416400267, 3893925777, 411729375, 6399583512, 411729378, 6399583516, 3208558771, 411729380, 6416400279, 6416400277, 6416400276, 6416400275, 411729371]",1115.88042101
6350,3727,30,Interspar hipermarket Székesfehérvár,3267,8000,Székesfehérvár,Balatoni út,44-46,,POINT (47.16488 18.40374),Balatoni út 44-46.,/uzletek/interspar-hipermarket-szekesfehervar-8000-balatoni-ut-44-46-,8241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,"{not_in_water,street_is_around,street_metaphone_is_around}",{},,2019-10-02 06:28:31.389493+00:00,,,47.16488,18.40374,30,Interspar,shop,"{'shop': 'supermarket', 'payment:contactless': 'yes', 'payment:american_express': 'yes', 'payment:mastercard': 'yes', 'payment:maestro': 'yes', 'payment:v_pay': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'payment:erzsebet': 'yes', 'payment:erzsebet_plus': 'yes', 'operator': 'SPAR Magyarország Kereskedelmi Kft.', 'brand': 'Spar', 'brand:wikipedia': 'hu:Spar', 'brand:wikidata': 'Q610492', 'addr:country': 'HU', 'contact:email': 'vevoszolgalat@spar.hu', 'phone': '+36208237727', 'contact:facebook': 'https://www.facebook.com/sparmagyarorszag', 'contact:youtube': 'https://www.youtube.com/channel/UC9tu8COHiy4WkeTIN1k_Y8A', 'contact:instagram': 'https://www.instagram.com/sparmagyarorszag', 'payment:cash': 'yes'}",https://www.spar.hu,husparint,spar,False,2000.0,200.0,15.0,39165113,OSM_object_type.way,9,0,2019-04-19T20:47:45Z,"{'website': 'https://www.spar.hu/', 'toilets:wheelchair': 'yes', 'name': 'INTERSPAR', 'building': 'retail', 'shop': 'supermarket', 'addr:street': 'Balatoni út', 'wheelchair': 'yes'}","[469128787, 2268656840, 2268656810, 2268656920, 2268656899, 469128786, 469128789, 469128788, 469128787]",62.63523764
