,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
5283,992,23,,127,1146,Budapest,,,,POINT (47.51078 19.09752),Thököly 100/a,https://lny.io/mkb-web-thokoly,MKB fiók; Akadálymentesen megközelíthető fiók és ATM; A fiókban a Prémium szolgáltatás elérhető.; Telefonszám: (1) 422-4140;,,,,,,,,,,,,,,1195,+36 1 422 4140,k402@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.5107493,19.0975842,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,6700771947,OSM_object_type.node,2,0,2022-06-28 11:17:59,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'air_conditioning': 'yes', 'addr:postcode': '1146', 'contact:email': 'k402@mkb.hu', 'addr:city': 'Budapest', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'name': 'MKB Bank', 'ref:vatin:hu': '10011922-4-44', 'contact:website': 'https://lny.io/mkb-web-thokoly', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank', 'contact:phone': '+36 1 422 4140', 'description': 'MKB fiók; Akadálymentesen megközelíthető fiók és ATM; A fiókban a Prémium szolgáltatás elérhető.; Telefonszám: (1) 422-4140;', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off'}",,5.90792999,False
5284,979,23,,149,1173,Budapest,Pesti út,237,,POINT (47.4767 19.26553),Pesti út 237.,https://lny.io/mkb-web-k49,Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (1) 254-0130;,,,,,,,,,,,,,,1170,+36 1 254 0130,k492@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.4767,19.26553,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,9853129337,OSM_object_type.node,1,0,2022-06-28 11:17:59,"{'addr:housenumber': '237', 'bic': 'MKKBHUHB', 'contact:phone': '+36 1 254 0130', 'addr:postcode': '1173', 'addr:street': 'Pesti út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'fixme': 'verify import', 'contact:website': 'https://lny.io/mkb-web-k49', 'ref:HU:company': '01 10 040952', 'name': 'MKB Bank', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'k492@mkb.hu', 'addr:city': 'Budapest', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'amenity': 'bank', 'description': 'Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (1) 254-0130;', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off'}",,0,False
5285,1017,23,,170,1212,Budapest,II. Rákóczi Ferenc út,154-170,,POINT (47.42388 19.0678),II. Rákóczi F. út 154-170.,https://lny.io/mkb-web-l75,Csepel Plaza; Telefonszám:(1) 278-5750;,,,,,,,,,,,,,,1175,+36 1 278 5750,l75@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,09:00:00,09:00:00,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,17:00:00,17:00:00,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; Sa-Su 9:00-17:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.4236107,19.067403,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,4008062970,OSM_object_type.node,8,0,2022-06-28 11:17:59,"{'addr:housenumber': '154-170', 'bic': 'MKKBHUHB', 'contact:phone': '+36 1 278 5750', 'addr:postcode': '1212', 'addr:street': 'II. Rákóczi Ferenc út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-l75', 'ref:HU:company': '01 10 040952', 'drive_through': 'no', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'l75@mkb.hu', 'addr:city': 'Budapest', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; Sa-Su 9:00-17:00; PH off', 'amenity': 'bank', 'description': 'Csepel Plaza; Telefonszám:(1) 278-5750;', 'name': 'MKB Bank'}",,0,False
5286,978,23,,588,2000,Szentendre,Kossuth Lajos utca,10,,POINT (47.66448 19.07636),Kossuth Lajos u. 10.,https://lny.io/mkb-web-k91,Akadálymentesen megközelíthető fiók és ATM; Telefonszám:(26) 501-400;,,,,,,,,,,,,,,1161,+36 26 501 400,k913@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.6640579,19.0763314,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,1859323710,OSM_object_type.node,2,0,2022-06-28 11:17:59,"{'addr:housenumber': '10', 'bic': 'MKKBHUHB', 'contact:phone': '+36 26 501 400', 'addr:postcode': '2000', 'addr:street': 'Kossuth Lajos utca', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-k91', 'ref:HU:company': '01 10 040952', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'k913@mkb.hu', 'addr:city': 'Szentendre', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'name': 'MKB Bank', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'amenity': 'bank', 'description': 'Akadálymentesen megközelíthető fiók és ATM; Telefonszám:(26) 501-400;', 'air_conditioning': 'yes'}",,0,False
5287,982,23,,611,2030,Érd,Budai út,11,,POINT (47.37825 18.9207),Budai u.11,https://lny.io/mkb-web-l66,Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (23) 521 840;,,,,,,,,,,,,,,1171,+36 23 521 840,l66_aut@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.37825,18.9207,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,9853129336,OSM_object_type.node,2,0,2022-06-29 11:30:09,"{'addr:housenumber': '11', 'bic': 'MKKBHUHB', 'contact:phone': '+36 23 521 840', 'addr:postcode': '2030', 'addr:street': 'Budai út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'fixme': 'verify import', 'contact:website': 'https://lny.io/mkb-web-l66', 'ref:HU:company': '01 10 040952', 'amenity': 'bank', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'l66_aut@mkb.hu', 'addr:city': 'Érd', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'source': 'website', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'description': 'Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (23) 521 840;', 'name': 'MKB Bank'}",,0.0,False
5288,1018,23,,620,2040,Budaörs,Szabadság út,45,,POINT (47.46083 18.95893),Szabadság út 45.,https://lny.io/mkb-web-k93,Telefonszám: (23) 427-700,,,,,,,,,,,,,,1122,+36 23 427 700,k93@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.4606986,18.9591692,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,7142501478,OSM_object_type.node,3,0,2022-06-28 11:17:59,"{'addr:housenumber': '45', 'bic': 'MKKBHUHB', 'contact:phone': '+36 23 427 700', 'addr:postcode': '2040', 'addr:street': 'Szabadság út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-k93', 'ref:HU:company': '01 10 040952', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'k93@mkb.hu', 'addr:city': 'Budaörs', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'name': 'MKB Bank', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'amenity': 'bank', 'description': 'Telefonszám: (23) 427-700', 'air_conditioning': 'yes'}",,0,False
5289,1019,23,,664,2100,Gödöllő,Kossuth Lajos utca,13,,POINT (47.59999 19.34624),Kossuth Lajos u. 13.,https://lny.io/mkb-web-l71,Telefonszám: (28) 525-400,,,,,,,,,,,,,,1173,+36 28 525 400,71@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.5995567,19.3465183,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,2776762286,OSM_object_type.node,4,0,2022-06-28 11:17:59,"{'addr:housenumber': '13', 'bic': 'MKKBHUHB', 'contact:phone': '+36 28 525 400', 'addr:postcode': '2100', 'addr:street': 'Kossuth Lajos utca', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-l71', 'ref:HU:company': '01 10 040952', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': '71@mkb.hu', 'addr:city': 'Gödöllő', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'name': 'MKB Bank', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'amenity': 'bank', 'description': 'Telefonszám: (28) 525-400', 'air_conditioning': 'yes'}",,0,False
5290,980,23,,678,2120,Dunakeszi,Fő út,16-18,,POINT (47.63094 19.12843),Fő út 16-18,https://lny.io/mkb-web-l74,Akadálymentesen megközelíthető fiók és ATM; Telefonszám:(27) 548-100;,,,,,,,,,,,,,,1172,+36 27 548 100,l74@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.630824,19.1285763,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,3470089274,OSM_object_type.node,4,0,2022-06-28 11:17:59,"{'addr:housenumber': '16-18', 'bic': 'MKKBHUHB', 'contact:phone': '+36 27 548 100', 'addr:postcode': '2120', 'addr:street': 'Fő út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-l74', 'ref:HU:company': '01 10 040952', 'operator:addr': '1056 Budapest, Váci u. 38.', 'amenity': 'bank', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'l74@mkb.hu', 'addr:city': 'Dunakeszi', 'operator': 'MKB Bank Nyrt.', 'url': 'http://turistautak.hu/poi.php?id=155422', 'source': 'turistautak.hu', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'description': 'Akadálymentesen megközelíthető fiók és ATM; Telefonszám:(27) 548-100;', 'name': 'MKB Bank'}",,0,False
5291,976,23,,799,2400,Dunaújváros,Vasmű út,4/B,,POINT (46.96069 18.94459),Vasmű u. 4/B.,https://lny.io/mkb-web-l64,Akadálymentesen megközelíthető fiók; Telefonszám: (25) 512-400;,,,,,,,,,,,,,,1177,+36 25 512 400,l64_aut@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,46.9611548,18.9435700874715,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,390127547,OSM_object_type.way,6,0,2022-06-29 11:30:09,"{'addr:housenumber': '4/B', 'bic': 'MKKBHUHB', 'contact:phone': '+36 25 512 400', 'addr:postcode': '2400', 'addr:street': 'Vasmű út', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-l64', 'ref:HU:company': '01 10 040952', 'operator:addr': '1056 Budapest, Váci u. 38.', 'amenity': 'bank', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'l64_aut@mkb.hu', 'addr:city': 'Dunaújváros', 'operator': 'MKB Bank Nyrt.', 'building': 'yes', 'source': 'website', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'description': 'Akadálymentesen megközelíthető fiók; Telefonszám: (25) 512-400;', 'name': 'MKB Bank'}","[3932899606, 3932899581, 3932899595, 3932899618, 3932899606]",0,False
5292,985,23,,966,2700,Cegléd,Kossuth tér,8,,POINT (47.16997 19.79587),Kossuth tér 8.,https://lny.io/mkb-web-l63,Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (53) 505-800;,,,,,,,,,,,,,,1124,+36 53 505 800,l63@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.16997,19.79587,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,9853129335,OSM_object_type.node,1,0,2022-06-28 11:17:59,"{'addr:housenumber': '8', 'bic': 'MKKBHUHB', 'contact:phone': '+36 53 505 800', 'addr:postcode': '2700', 'addr:street': 'Kossuth tér', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'fixme': 'verify import', 'contact:website': 'https://lny.io/mkb-web-l63', 'ref:HU:company': '01 10 040952', 'name': 'MKB Bank', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'l63@mkb.hu', 'addr:city': 'Cegléd', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'amenity': 'bank', 'description': 'Akadálymentesen megközelíthető fiók és ATM; Telefonszám: (53) 505-800;', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off'}",,0,False
5293,1015,23,,998,2800,Tatabánya,Fő tér,6,,POINT (47.58578 18.39799),Fő tér 6.,https://lny.io/mkb-web-tatabanya,A fiókban a Prémium szolgáltatás elérhető.; Telefonszám: (34) 512-920;,,,,,,,,,,,,,,1125,+36 34 512 920,k742@mkb.hu,,,,,,,,,,,,,,,,,,False,08:00:00,08:00:00,08:00:00,08:00:00,08:00:00,,,17:00:00,16:00:00,16:00:00,16:00:00,15:00:00,,,,,,,,,,,,,,,,,,,False,Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off,2022-09-18 20:28:27.218690+00:00,,,47.5854704,18.3973241,23,MKB Bank,bank,"{'operator': 'MKB Bank Nyrt.', 'bic': 'MKKBHUHB', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'brand:wikidata': 'Q916185', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'air_conditioning': 'yes', 'ref:vatin:hu': '10011922-4-44', 'brand:wikipedia': 'hu:MKB Bank', 'ref:HU:company': '01 10 040952', 'amenity': 'bank'}",https://www.mkb.hu,humkbbank,(mkb|mkb bank),(otpbank|otp|otp bank|raiffeisenbank|raiffeisen bank|kh bank|k&h|raiffeisen|budapest bank|takarék bank|takarék),False,False,True,300.0,100.0,40.0,1975866188,OSM_object_type.node,7,0,2022-06-28 11:17:59,"{'addr:housenumber': '6', 'bic': 'MKKBHUHB', 'contact:phone': '+36 34 512 920', 'addr:postcode': '2800', 'addr:street': 'Fő tér', 'brand:wikidata': 'Q916185', 'brand:wikipedia': 'hu:MKB Bank', 'contact:website': 'https://lny.io/mkb-web-tatabanya', 'ref:HU:company': '01 10 040952', 'ref:vatin': 'HU10011922', 'atm': 'yes', 'source:date': '2022-06-22', 'contact:email': 'k742@mkb.hu', 'addr:city': 'Tatabánya', 'operator': 'MKB Bank Nyrt.', 'operator:addr': '1056 Budapest, Váci u. 38.', 'brand': 'MKB Bank', 'name': 'MKB Bank', 'ref:vatin:hu': '10011922-4-44', 'opening_hours': 'Mo 8:00-17:00; Tu-Th 8:00-16:00; Fr 8:00-15:00; PH off', 'amenity': 'bank', 'description': 'A fiókban a Prémium szolgáltatás elérhető.; Telefonszám: (34) 512-920;', 'air_conditioning': 'yes'}",,0,False
