,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
7693,7216,22,,,23,1012,Budapest,Kosciuszkó Tádé utca,5,,POINT (47.49665 19.02851),"1012 Budapest, Kosciuszkó Tádé utca 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.496588,19.0292569615942,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,216230142,OSM_object_type.way,8,0,2020-05-12 21:34:37.000000,"{'addr:city': 'Budapest', 'addr:housenumber': '5', 'addr:postcode': '1012', 'addr:street': 'Kosciuszkó Tádé utca', 'amenity': 'fire_station', 'building': 'yes', 'name': 'Budavári Katasztrófavédelmi Őrs', 'phone': '+36 1 459 2302'}","[2255805450, 2255805453, 2255805454, 2255805434, 2255805433, 4177303878, 4177303882, 2255805459, 2255805461, 2255805450]",22.39828439,False
7704,5991,22,,,1029,2870,Kisbér,Vásártér utca,10-11,,POINT (47.50348 18.03215),"2870 Kisbér, Vásár tér 10-11.",,,,,,,,,,,,,,,,,,,kisber.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.50348,18.03215,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7705,6136,22,,,1117,3070,Bátonyterenye,Ózdi út,60,,POINT (47.9869 19.82855),"3070 Bátonyterenye, Ózdi út 60.",,,,,,,,,,,,,,,,,,,batonyterenye.ko@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9869,19.82855,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7706,6133,22,,,1169,3170,Szécsény,Mártírok út,2,,POINT (48.08309 19.52293),"3170 Szécsény, Mártírok útja 2.",,,,,,,,,,,,,,,,,,,ors.szecseny@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0830267,19.522891322012867,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,1025560297,OSM_object_type.way,1,0,2022-01-28 16:01:06.000000,"{'amenity': 'fire_station', 'building': 'yes', 'name': 'Szécsény Tűzoltóság'}","[9455828207, 9455828208, 4768337541, 9455828199, 9455828204, 9455828201, 9455828202, 9455828203, 9455828198, 9455828200, 9455828206, 9455828205, 9455828207]",0.0,False
7707,5727,22,,,1204,3250,Pétervására,Papláza utca,10,,POINT (48.01715 20.09806),"3250 Pétervására, Papláza u. 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.01715,20.09806,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7708,5719,22,,,1274,3360,Heves,Károlyi Mihály utca,2,,POINT (47.60612 20.28188),"3360 Heves, Károlyi Mihály utca 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.60612,20.28188,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7709,5722,22,,,1293,3390,Füzesabony,Hunyadi út,39,,POINT (47.74799 20.40989),"3390 Füzesabony, Hunyadi út 39.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7479994,20.4100905,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,2436652953,OSM_object_type.node,1,0,2013-08-29 08:53:02.000000,"{'amenity': 'fire_station', 'name': 'Füzesabonyi Katasztrófavédelmi Őrs'}",,15.02713111,False
7710,4514,22,,,0,3450,Mezőcsát,Kölcsey utca,11,,POINT (47.82192 20.90069),"3540 Mezőcsát, Kölcsey utca 11.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82192,20.90069,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7711,4489,22,,,1517,3759,Aggtelek,Kossuth utca,1,,POINT (48.4695 20.5054),"3759 Aggtelek, Kossuth utca 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4695,20.5054,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7712,4495,22,,,1522,3763,Bódvaszilas,Kossuth utca,23,,POINT (48.53777 20.73534),"3763 Bódvaszilas, Kossuth utca 23.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53777,20.73534,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7713,4504,22,,,1643,3895,Gönc,Rákóczi utca,100,,POINT (48.47256 21.28018),"3895 Gönc, Rákóczi út 100.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.47256,21.28018,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7714,4519,22,,,1678,3934,Tolcsva,Bónis Ferenc utca,36,,POINT (48.27805 21.4486),"3934 Tolcsva, Bónis Ferenc út 36.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.27805,21.4486,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7715,4500,22,,,1703,3973,Cigánd,Fő út,89,,POINT (48.25501 21.89021),"3973 Cigánd, Fő út 89.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.25501,21.89021,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7716,5688,22,,,1846,4200,Hajdúszoboszló,Rákóczi utca,7,,POINT (47.44234 21.38876),"4200 Hajdúszoboszló, Rákóczi utca 7.",,,,,,,,,,,,,,,,,,+36 52 557 250,hajduszoboszlo.hot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44234,21.38876,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7717,5684,22,,,1851,4220,Hajdúböszörmény,Kert utca,24,,POINT (47.68533 21.50345),"4220 Hajdúböszörmény, Kert utca 24.",,,,,,,,,,,,,,,,,,+36 52 561 068,ors.hajduboszormeny@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.68533,21.50345,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7718,5680,22,,,1869,4254,Nyíradony,Árpád tér,4/A,,POINT (47.69072 21.90443),"4254 Nyíradony, Árpád tér 4/a",,,,,,,,,,,,,,,,,,+36 52 593 105,ors.nyiradony@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.69072,21.90443,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7719,6517,22,,,2007,4561,Baktalórántháza,Kossuth utca,7,,POINT (47.9999 22.07487),"4561 Baktalórántháza, Kossuth utca 7.",,,,,,,,,,,,,,,,,,,orsparancsnok.baktaloranthaza@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.9999,22.07487,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7720,6519,22,,,2023,4625,Záhony,Baross Gábor út,8,,POINT (48.39908 22.17678),"4625 Záhony, Baross Gábor út 8",,,,,,,,,,,,,,,,,,,zahony.hot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39908,22.17678,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7721,4302,22,,,2302,5650,Mezőberény,Liget tér,2/A,,POINT (46.82372 21.03366),"5650 Mezőberény, Liget tér 2/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82372,21.03366,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7722,3538,22,,,2418,6120,Kiskunmajsa,Arany János utca,2,,POINT (46.49339 19.73048),6120 Kiskunmajsa Arany János út 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.49339,19.73048,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7723,3527,22,,,2442,6320,Solt,Rév utca,4,,POINT (46.80017 19.00031),"6320 Solt, Rév utca 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.80017,19.00031,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
7724,3533,22,,,2507,6527,Nagybaracska,Szabadság tér,8,,POINT (46.04156 18.90277),"6527 Nagybaracska, Szabadság tér 8.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.04156,18.90277,2023-01-03 08:36:20.733866+00:00,,,22,Katasztrófavédelmi Őrs,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'local_station'}",https://www.katasztrofavedelem.hu,hufirelsta,(katasztrófavédelmi|örs),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-01-03 08:41:32.404992,,,,True
